Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests
S22B91/023,Racheal,,Magezi,Female,2003-11-24,Ugandan,Uganda,+256 773 762 235,racheal.magezi@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.7,3.6; 3.9,49,50,7,"BOL0602, BOL0607",21,"Flutter, C++","Adaptability, Leadership, Problem-solving",Mobile App Development,Mobile App Development,"Cooking, Gaming",Visual,Online,Afternoon,Cybersecurity
S22B91/025,Eunice,,Nakabuye,Male,1999-09-04,Ugandan,Uganda,+256 774 833 250,eunice.nakabuye@students.ucu.ac.ug,Kibale District,Kibale,Central,00000,Uganda Christian University,2.93,2.83; 2.84,83,11,7,"BOL0704, BOL0706",18,"MongoDB, SQL","Teamwork, Leadership, Time Management",Web Development,Cybersecurity,"Hiking, Music",Auditory,Online,Evening,Web Development
S22B91/027,Namirembe,,Lwanga,Female,2004-04-04,Ugandan,Uganda,+256 792 921 262,namirembe.lwanga@students.ucu.ac.ug,Lwengo District,Lwengo,Central,00000,Uganda Christian University,3.69,3.83; 3.94,102,26,7,BOL0702,12,"Data Analysis, Machine Learning","Leadership, Teamwork, Adaptability",Mobile App Development,Web Development,"Hiking, Sports",Kinesthetic,Small group,Evening,Mobile App Development
S22B91/029,Margaret,,Abigaba,Male,2002-09-03,Ugandan,Uganda,+256 777 181 266,margaret.abigaba@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.07,2.79; 3.15,61,49,6,BOL0701,15,"Flutter, Machine Learning","Adaptability, Critical Thinking, Problem-solving",Cybersecurity,Artificial Intelligence,"Gaming, Photography",Auditory,Online,Late night,Artificial Intelligence
S22B91/033,Richard,,Wanyama,Male,2000-03-27,Ugandan,Uganda,+256 748 650 391,richard.wanyama@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.85,3.88; 3.8,47,15,6,BOL0704,13,"Machine Learning, C++","Problem-solving, Communication, Adaptability",Cloud Computing,Cybersecurity,"Sports, Reading",Kinesthetic,Alone,Afternoon,Web Development
S22B91/037,James,,Hall,Female,1998-09-25,Kenyan,Uganda,+256 732 285 776,james.hall@students.ucu.ac.ug,Lira District,Lira,Central,00000,Uganda Christian University,3.28,3.28; 3.32,88,23,6,"BOL0605, BOL0606",14,"AWS, Machine Learning","Adaptability, Problem-solving, Teamwork",Cloud Computing,Software Engineering,"Gaming, Music",Auditory,One-on-one,Evening,Data Science
S22B91/040,Mildred,,Nabunya,Female,2002-03-16,Ugandan,Uganda,+256 769 971 443,mildred.nabunya@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.72,2.45; 2.72,112,22,5,"BOL0601, BOL0603",17,"SQL, JavaScript","Critical Thinking, Adaptability, Teamwork",Software Engineering,Software Engineering,"Music, Cooking",Kinesthetic,Alone,Afternoon,Web Development
S22B91/042,Lucy,,Ocaya,Male,1998-01-27,Ugandan,Uganda,+256 727 845 508,lucy.ocaya@students.ucu.ac.ug,Iganga District,Iganga,Central,00000,Uganda Christian University,3.7,3.74; 3.47,117,22,6,BOL0704,15,"MongoDB, Machine Learning","Time Management, Critical Thinking, Leadership",Cloud Computing,Cloud Computing,"Volunteering, Traveling",Reading/Writing,One-on-one,Afternoon,Data Science
S22B91/045,Timothy,,Byarugaba,Male,2003-08-10,Ugandan,Uganda,+256 718 847 972,timothy.byarugaba@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,2.94,2.91; 2.72,68,35,5,"BOL0602, BOL0603, BOL0607",19,"React, Java","Time Management, Critical Thinking, Leadership",Artificial Intelligence,Cybersecurity,"Cooking, Volunteering",Visual,One-on-one,Evening,Artificial Intelligence
S22B91/047,Mildred,,Isabirye,Male,1998-07-28,Ugandan,Uganda,+256 726 152 692,mildred.isabirye@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.92,2.72; 2.91,92,42,6,BOL0702,12,"Data Analysis, Docker","Adaptability, Problem-solving, Leadership",Artificial Intelligence,Artificial Intelligence,"Music, Cooking",Kinesthetic,Small group,Afternoon,Cloud Computing
S22B91/049,Mark,,Nakyanzi,Female,1998-05-11,Ugandan,Uganda,+256 773 378 750,mark.nakyanzi@students.ucu.ac.ug,Masaka District,Masaka,Central,00000,Uganda Christian University,3.46,3.26; 3.29,72,16,5,BOL0501,18,"Docker, AWS","Critical Thinking, Adaptability, Communication",Web Development,Cloud Computing,"Hiking, Volunteering",Reading/Writing,Small group,Morning,Web Development
S22B91/051,Jackline,,Malinga,Female,2002-11-15,Ugandan,Uganda,+256 792 181 558,jackline.malinga@students.ucu.ac.ug,Arua District,Arua,Central,00000,Uganda Christian University,3.79,3.59; 3.96,45,24,4,"BOL0701, BOL0703, BOL0704",17,"JavaScript, Machine Learning","Communication, Critical Thinking, Time Management",Cybersecurity,Data Science,"Music, Volunteering",Kinesthetic,Online,Morning,Web Development
S22B91/053,Judy,,Namugga,Female,2001-01-22,Ugandan,Uganda,+256 771 644 128,judy.namugga@students.ucu.ac.ug,Lira District,Lira,Central,00000,Uganda Christian University,2.86,2.83; 3.03,106,51,6,"BOL0602, BOL0603, BOL0607",16,"Git, C++","Teamwork, Problem-solving, Communication",Software Engineering,Mobile App Development,"Cooking, Reading",Reading/Writing,Alone,Afternoon,Software Engineering
S22B91/055,Akena,,Bagiire,Female,2001-06-28,Ugandan,Uganda,+256 763 500 499,akena.bagiire@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.48,3.31; 3.3,70,13,4,"BOL0702, BOL0705, BOL0706",20,"AWS, SQL","Time Management, Leadership, Problem-solving",Data Science,Artificial Intelligence,"Gaming, Reading",Visual,Small group,Morning,Cybersecurity
S22B91/057,Norah,,Kiconco,Male,1999-10-02,Ugandan,Uganda,+256 723 228 363,norah.kiconco@students.ucu.ac.ug,Kyotera District,Kyotera,Central,00000,Uganda Christian University,3.6,3.66; 3.43,30,49,5,BOL0704,14,"C++, Node.js","Communication, Teamwork, Leadership",Web Development,Mobile App Development,"Sports, Music",Auditory,Small group,Late night,Cybersecurity
S22B91/060,Lucy,,Kisembo,Female,1999-12-04,Ugandan,Uganda,+256 781 946 720,lucy.kisembo@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.16,3.0; 3.32,46,31,5,"BOL0701, BOL0705",16,"Java, Git","Time Management, Adaptability, Leadership",Cybersecurity,Data Science,"Photography, Sports",Auditory,Small group,Evening,Data Science
S23B91/003,Abraham,,Nabukenya,Female,2000-01-03,Ugandan,Uganda,+256 776 780 976,abraham.nabukenya@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,2.95,3.19; 2.84,111,33,4,"BOL0402, BOL0403, BOL0405",17,"Machine Learning, Flutter","Critical Thinking, Time Management, Communication",Mobile App Development,Data Science,"Gaming, Sports",Auditory,Online,Morning,Software Engineering
S23B91/005,Violet,,Kasule,Female,1999-05-23,Ugandan,Uganda,+256 791 580 487,violet.kasule@students.ucu.ac.ug,Kamuli District,Kamuli,Central,00000,Uganda Christian University,3.33,3.04; 3.57,71,16,6,"BOL0205, BOL0206",12,"Python, React","Problem-solving, Adaptability, Teamwork",Software Engineering,Cybersecurity,"Volunteering, Gaming",Kinesthetic,Alone,Morning,Cybersecurity
S23B91/007,Nakanwagi,,Bbaale,Female,1998-01-05,Ugandan,Uganda,+256 731 463 600,nakanwagi.bbaale@students.ucu.ac.ug,Tororo District,Tororo,Central,00000,Uganda Christian University,2.72,2.84; 2.86,99,42,4,"BOL0501, BOL0504",15,"Data Analysis, Java","Time Management, Adaptability, Leadership",Cloud Computing,Cybersecurity,"Volunteering, Sports",Auditory,Online,Afternoon,Data Science
S23B91/009,Namara,,Adong,Female,2005-06-21,Ugandan,Uganda,+256 713 714 557,namara.adong@students.ucu.ac.ug,Gomba District,Gomba,Central,00000,Uganda Christian University,2.53,2.74; 2.74,51,41,4,"BOL0301, BOL0304",19,"C++, Machine Learning","Teamwork, Leadership, Problem-solving",Mobile App Development,Cybersecurity,"Reading, Photography",Auditory,One-on-one,Late night,Data Science
S23B91/011,Maria,,Mulindwa,Female,1999-10-06,Ugandan,Uganda,+256 752 808 394,maria.mulindwa@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.95,3.8; 3.67,105,24,4,"BOL0501, BOL0505, BOL0506",21,"Java, AWS","Adaptability, Teamwork, Critical Thinking",Software Engineering,Artificial Intelligence,"Volunteering, Reading",Reading/Writing,Alone,Late night,Cloud Computing
S23B91/013,Namutebi,,Tumuhimbise,Female,2003-02-02,Ugandan,Uganda,+256 784 864 258,namutebi.tumuhimbise@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.26,3.0; 3.36,41,51,4,BOL0306,21,"React, Machine Learning","Teamwork, Adaptability, Communication",Mobile App Development,Cloud Computing,"Sports, Hiking",Visual,One-on-one,Morning,Cybersecurity
S23B91/015,Isabella,,Walker,Male,2001-12-10,Ethiopian,Uganda,+256 778 989 832,isabella.walker@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.24,3.18; 3.09,72,11,4,"BOL0503, BOL0504",21,"AWS, SQL","Communication, Time Management, Teamwork",Software Engineering,Cloud Computing,"Reading, Volunteering",Auditory,Small group,Morning,Mobile App Development
S23B91/017,Sharifah,,Bategeka,Female,2005-11-07,Ugandan,Uganda,+256 733 640 663,sharifah.bategeka@students.ucu.ac.ug,Rakai District,Rakai,Central,00000,Uganda Christian University,2.64,2.75; 2.72,68,32,6,BOL0503,14,"React, SQL","Teamwork, Critical Thinking, Adaptability",Mobile App Development,Artificial Intelligence,"Volunteering, Cooking",Visual,One-on-one,Late night,Software Engineering
S23B91/019,Warren,,Chemutai,Female,2000-07-14,Ugandan,Uganda,+256 737 897 687,warren.chemutai@students.ucu.ac.ug,Lira District,Lira,Central,00000,Uganda Christian University,3.57,3.39; 3.59,79,53,4,BOL0502,18,"SQL, Python","Adaptability, Communication, Time Management",Software Engineering,Data Science,"Cooking, Photography",Visual,Alone,Late night,Cloud Computing
S23B91/021,Florence,,Achola,Female,2005-03-07,Ugandan,Uganda,+256 731 785 333,florence.achola@students.ucu.ac.ug,Gulu District,Gulu,Central,00000,Uganda Christian University,3.23,3.03; 3.32,49,40,4,BOL0502,12,"Node.js, Data Analysis","Communication, Problem-solving, Time Management",Artificial Intelligence,Data Science,"Photography, Gaming",Kinesthetic,One-on-one,Evening,Web Development
S23B91/025,Elizabeth,,Tindyebwa,Female,1999-12-22,Ugandan,Uganda,+256 716 954 861,elizabeth.tindyebwa@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.32,3.32; 3.4,89,41,5,"BOL0502, BOL0504",12,"React, Git","Communication, Adaptability, Teamwork",Data Science,Web Development,"Music, Sports",Reading/Writing,Small group,Afternoon,Cybersecurity
S23B91/027,Francis,,Bainomugisha,Female,1999-10-25,Ugandan,Uganda,+256 718 345 123,francis.bainomugisha@students.ucu.ac.ug,Masaka District,Masaka,Central,00000,Uganda Christian University,3.16,2.92; 3.3,56,59,5,"BOL0503, BOL0506",13,"AWS, JavaScript","Adaptability, Communication, Leadership",Web Development,Data Science,"Hiking, Music",Reading/Writing,One-on-one,Evening,Mobile App Development
S23B91/030,Jackline,,Kigozi,Female,2003-01-17,Ugandan,Uganda,+256 796 528 961,jackline.kigozi@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,2.51,2.46; 2.47,39,32,5,"BOL0304, BOL0305, BOL0306",16,"AWS, Node.js","Teamwork, Time Management, Communication",Web Development,Mobile App Development,"Photography, Cooking",Auditory,Small group,Evening,Cybersecurity
S23B91/032,Francis,,Kijjambu,Male,1999-03-19,Ugandan,Uganda,+256 788 891 554,francis.kijjambu@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,2.98,3.11; 3.25,80,53,6,"BOL0201, BOL0202",17,"Docker, Data Analysis","Leadership, Critical Thinking, Teamwork",Cloud Computing,Web Development,"Sports, Gaming",Reading/Writing,One-on-one,Evening,Web Development
S23B91/034,Richard,,Wandera,Male,2002-12-15,Ugandan,Uganda,+256 798 500 460,richard.wandera@students.ucu.ac.ug,Kotido District,Kotido,Central,00000,Uganda Christian University,3.24,3.18; 3.3,67,48,4,"BOL0501, BOL0502, BOL0503",21,"React, Git","Problem-solving, Leadership, Communication",Artificial Intelligence,Data Science,"Hiking, Music",Auditory,One-on-one,Late night,Software Engineering
S23B91/037,Peace,,Nassaka,Female,2005-04-28,Ugandan,Uganda,+256 757 143 690,peace.nassaka@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.38,3.15; 3.28,102,43,5,"BOL0502, BOL0503, BOL0504",20,"AWS, Node.js","Critical Thinking, Leadership, Problem-solving",Software Engineering,Software Engineering,"Volunteering, Sports",Auditory,Small group,Afternoon,Web Development
S23B91/040,Kevin,,Ssenoga,Male,1998-05-13,Ugandan,Uganda,+256 762 774 669,kevin.ssenoga@students.ucu.ac.ug,Lira District,Lira,Central,00000,Uganda Christian University,3.89,3.86; 3.66,56,33,6,"BOL0502, BOL0504",19,"Flutter, SQL","Critical Thinking, Problem-solving, Communication",Software Engineering,Artificial Intelligence,"Traveling, Cooking",Auditory,Alone,Evening,Data Science
S23B91/042,Nambooze,,Adong,Male,2005-01-22,Ugandan,Uganda,+256 762 415 493,nambooze.adong@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,2.81,2.73; 2.57,58,54,4,BOL0504,13,"MongoDB, JavaScript","Teamwork, Communication, Adaptability",Software Engineering,Web Development,"Traveling, Photography",Visual,Small group,Late night,Data Science
S23B91/046,Namata,,Gitta,Male,1999-12-23,Ugandan,Uganda,+256 717 881 106,namata.gitta@students.ucu.ac.ug,Masaka District,Masaka,Central,00000,Uganda Christian University,3.22,3.19; 3.17,31,45,7,"BOL0401, BOL0402",21,"Flutter, Machine Learning","Adaptability, Critical Thinking, Leadership",Mobile App Development,Software Engineering,"Hiking, Sports",Kinesthetic,Small group,Morning,Data Science
S23B91/048,Natukunda,,Kaboyo,Male,2004-06-21,Ugandan,Uganda,+256 759 438 649,natukunda.kaboyo@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,2.55,2.54; 2.45,40,28,5,"BOL0406, BOL0407",17,"SQL, Git","Problem-solving, Adaptability, Communication",Software Engineering,Software Engineering,"Hiking, Photography",Auditory,Online,Late night,Mobile App Development
S23B91/050,Naava,,Ouma,Female,1999-03-03,Ugandan,Uganda,+256 753 981 408,naava.ouma@students.ucu.ac.ug,Masaka District,Masaka,Central,00000,Uganda Christian University,2.92,3.22; 3.05,114,18,4,"BOL0502, BOL0503, BOL0505",15,"AWS, Docker","Teamwork, Critical Thinking, Problem-solving",Mobile App Development,Cybersecurity,"Volunteering, Cooking",Reading/Writing,One-on-one,Evening,Data Science
S23B91/052,Sophia,,Mugerwa,Female,1998-12-28,Ugandan,Uganda,+256 780 414 754,sophia.mugerwa@students.ucu.ac.ug,Gulu District,Gulu,Central,00000,Uganda Christian University,3.92,3.87; 3.88,94,57,7,"BOL0401, BOL0406",20,"Python, Git","Problem-solving, Communication, Adaptability",Software Engineering,Mobile App Development,"Reading, Cooking",Reading/Writing,Alone,Evening,Cybersecurity
S23B91/054,Mercy,,Gitta,Male,1999-07-20,Ugandan,Uganda,+256 736 844 762,mercy.gitta@students.ucu.ac.ug,Sembabule District,Sembabule,Central,00000,Uganda Christian University,2.74,2.6; 2.81,62,38,6,"BOL0502, BOL0505",17,"JavaScript, Node.js","Time Management, Critical Thinking, Problem-solving",Cybersecurity,Artificial Intelligence,"Sports, Gaming",Auditory,Alone,Morning,Cybersecurity
S23B91/056,Olivia,,Naggenda,Female,2000-12-07,Ugandan,Uganda,+256 777 667 275,olivia.naggenda@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.37,3.5; 3.38,88,25,6,BOL0503,13,"Java, Data Analysis","Leadership, Time Management, Teamwork",Mobile App Development,Artificial Intelligence,"Hiking, Reading",Kinesthetic,Alone,Afternoon,Mobile App Development
S23B91/058,Akello,,Twinamatsiko,Male,1999-05-06,Ugandan,Uganda,+256 751 187 580,akello.twinamatsiko@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.05,3.12; 3.21,54,57,5,"BOL0505, BOL0506",15,"React, JavaScript","Adaptability, Problem-solving, Time Management",Cybersecurity,Cybersecurity,"Music, Cooking",Reading/Writing,Alone,Late night,Cloud Computing
S23B91/063,Norah,,Okello,Female,2001-05-24,Ugandan,Uganda,+256 764 782 370,norah.okello@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.34,3.33; 3.15,98,55,5,BOL0502,17,"Python, Flutter","Teamwork, Leadership, Critical Thinking",Software Engineering,Artificial Intelligence,"Reading, Cooking",Reading/Writing,Alone,Morning,Web Development
S23B91/067,Eunice,,Kahinda,Male,2002-05-14,Ugandan,Uganda,+256 781 678 884,eunice.kahinda@students.ucu.ac.ug,Moroto District,Moroto,Central,00000,Uganda Christian University,2.83,2.63; 2.62,68,53,4,BOL0502,21,"C++, MongoDB","Teamwork, Time Management, Communication",Web Development,Mobile App Development,"Hiking, Gaming",Visual,Alone,Late night,Mobile App Development
S23B91/069,Lilian,,Nansubuga,Male,1999-09-23,Ugandan,Uganda,+256 728 587 440,lilian.nansubuga@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.07,3.33; 3.27,87,13,4,BOL0406,19,"Docker, SQL","Time Management, Critical Thinking, Teamwork",Data Science,Mobile App Development,"Sports, Gaming",Kinesthetic,Alone,Afternoon,Cybersecurity
S23B91/071,Caroline,,Mugerwa,Female,1998-01-02,Ugandan,Uganda,+256 748 520 412,caroline.mugerwa@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,2.98,2.71; 2.68,116,12,7,BOL0501,21,"Docker, SQL","Teamwork, Adaptability, Problem-solving",Cybersecurity,Web Development,"Photography, Music",Reading/Writing,Online,Late night,Artificial Intelligence
S23B91/073,Irene,,Kikomeko,Male,2000-07-12,Ugandan,Uganda,+256 751 237 756,irene.kikomeko@students.ucu.ac.ug,Gomba District,Gomba,Central,00000,Uganda Christian University,3.45,3.45; 3.52,69,12,5,BOL0506,19,"Flutter, JavaScript","Adaptability, Teamwork, Communication",Data Science,Artificial Intelligence,"Traveling, Music",Kinesthetic,Alone,Morning,Web Development
S23B91/075,Winnie,,Kibirige,Female,1998-10-23,Ugandan,Uganda,+256 722 817 537,winnie.kibirige@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.69,3.56; 3.44,37,59,6,BOL0506,19,"Docker, MongoDB","Adaptability, Critical Thinking, Communication",Cloud Computing,Software Engineering,"Photography, Volunteering",Auditory,Online,Afternoon,Software Engineering
S24B91/001,Proscovia,,Wanyama,Male,2002-08-19,Ugandan,Uganda,+256 739 487 744,proscovia.wanyama@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.21,3.12; 3.14,120,37,7,"BOL0301, BOL0303, BOL0305",13,"Python, Data Analysis","Adaptability, Leadership, Communication",Mobile App Development,Artificial Intelligence,"Hiking, Reading",Auditory,One-on-one,Afternoon,Data Science
S24B91/003,Abraham,,Muzira,Female,1999-04-20,Ugandan,Uganda,+256 771 139 339,abraham.muzira@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.94,3.06; 2.98,40,43,7,BOL0302,20,"Machine Learning, Java","Adaptability, Problem-solving, Time Management",Data Science,Web Development,"Photography, Reading",Reading/Writing,Online,Afternoon,Software Engineering
S24B91/005,Victor,,Nsubuga,Male,2002-06-08,Ugandan,Uganda,+256 740 808 652,victor.nsubuga@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.08,2.95; 3.32,48,45,5,BOL0203,12,"SQL, Git","Communication, Leadership, Critical Thinking",Cybersecurity,Mobile App Development,"Photography, Volunteering",Visual,Small group,Late night,Software Engineering
S24B91/007,Daniel,,Kiconco,Female,2004-04-02,Ugandan,Uganda,+256 786 304 275,daniel.kiconco@students.ucu.ac.ug,Gulu District,Gulu,Central,00000,Uganda Christian University,2.98,2.77; 3.22,86,44,7,BOL0301,20,"Node.js, Flutter","Communication, Critical Thinking, Problem-solving",Software Engineering,Cloud Computing,"Photography, Traveling",Reading/Writing,Online,Late night,Web Development
S24B91/009,Aisha,,Chemutai,Female,2003-05-25,Ugandan,Uganda,+256 786 523 493,aisha.chemutai@students.ucu.ac.ug,Kotido District,Kotido,Central,00000,Uganda Christian University,3.72,3.59; 3.93,75,56,7,BOL0305,15,"MongoDB, C++","Problem-solving, Critical Thinking, Adaptability",Cloud Computing,Data Science,"Cooking, Hiking",Kinesthetic,Alone,Evening,Artificial Intelligence
S24B91/011,Apollo,,Namutebi,Male,1998-12-09,Ugandan,Uganda,+256 748 549 722,apollo.namutebi@students.ucu.ac.ug,Pallisa District,Pallisa,Central,00000,Uganda Christian University,3.97,4.06; 3.71,65,34,4,nan,15,"Data Analysis, C++","Adaptability, Critical Thinking, Time Management",Cybersecurity,Mobile App Development,"Sports, Reading",Kinesthetic,Small group,Evening,Software Engineering
S24B91/013,Mugisha,,Olara,Male,2003-06-01,Ugandan,Uganda,+256 732 949 968,mugisha.olara@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.91,3.98; 3.74,81,23,6,BOL0304,20,"Java, MongoDB","Problem-solving, Teamwork, Adaptability",Mobile App Development,Web Development,"Sports, Volunteering",Kinesthetic,Small group,Afternoon,Data Science
S24B91/019,Akiiki,,Muwanga,Female,1999-10-26,Ugandan,Uganda,+256 766 108 550,akiiki.muwanga@students.ucu.ac.ug,Mbale District,Mbale,Central,00000,Uganda Christian University,3.12,2.98; 3.29,48,41,7,BOL0304,15,"Node.js, Data Analysis","Leadership, Adaptability, Teamwork",Software Engineering,Mobile App Development,"Cooking, Photography",Auditory,One-on-one,Morning,Data Science
S24B91/022,Juliet,,Muzira,Female,2000-04-01,Ugandan,Uganda,+256 778 424 761,juliet.muzira@students.ucu.ac.ug,Masaka District,Masaka,Central,00000,Uganda Christian University,3.24,3.24; 3.05,47,47,6,BOL0303,21,"Node.js, Python","Problem-solving, Time Management, Adaptability",Cloud Computing,Software Engineering,"Photography, Music",Kinesthetic,One-on-one,Late night,Cybersecurity
S24B91/025,Adong,,Balikuddembe,Male,1998-01-08,Ugandan,Uganda,+256 734 102 429,adong.balikuddembe@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.21,2.98; 3.38,103,27,4,"BOL0301, BOL0302",16,"C++, JavaScript","Problem-solving, Critical Thinking, Adaptability",Cloud Computing,Data Science,"Sports, Music",Visual,Small group,Afternoon,Data Science
S24B91/027,Aisha,,Nakisige,Male,2000-09-23,Ugandan,Uganda,+256 765 258 412,aisha.nakisige@students.ucu.ac.ug,Kyenjojo District,Kyenjojo,Central,00000,Uganda Christian University,3.91,3.72; 3.9,100,59,7,BOL0303,15,"Docker, Git","Teamwork, Communication, Time Management",Cloud Computing,Artificial Intelligence,"Gaming, Volunteering",Visual,One-on-one,Afternoon,Software Engineering
S24B91/029,Racheal,,Mulindwa,Male,1999-04-23,Ugandan,Uganda,+256 745 705 787,racheal.mulindwa@students.ucu.ac.ug,Lira District,Lira,Central,00000,Uganda Christian University,3.29,3.58; 3.55,56,43,5,"BOL0301, BOL0303",15,"Node.js, Git","Leadership, Communication, Critical Thinking",Software Engineering,Artificial Intelligence,"Gaming, Traveling",Visual,One-on-one,Evening,Web Development
S24B91/031,Charles,,Babirye,Female,2002-04-24,Ugandan,Uganda,+256 741 287 106,charles.babirye@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.03,3.2; 2.9,103,53,7,BOL0303,13,"Node.js, SQL","Leadership, Time Management, Adaptability",Mobile App Development,Cybersecurity,"Sports, Gaming",Visual,Alone,Afternoon,Software Engineering
S24B91/036,Timothy,,Galiwango,Female,2001-02-12,Ugandan,Uganda,+256 777 861 763,timothy.galiwango@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.36,3.13; 3.1,61,57,5,"BOL0305, BOL0306",14,"JavaScript, React","Problem-solving, Adaptability, Time Management",Data Science,Data Science,"Traveling, Cooking",Kinesthetic,Alone,Afternoon,Data Science
S24B91/039,Rebecca,,Obua,Female,1998-06-21,Ugandan,Uganda,+256 742 587 428,rebecca.obua@students.ucu.ac.ug,Iganga District,Iganga,Central,00000,Uganda Christian University,3.58,3.85; 3.54,56,35,4,BOL0306,19,"Git, MongoDB","Adaptability, Communication, Leadership",Artificial Intelligence,Mobile App Development,"Volunteering, Reading",Kinesthetic,Alone,Late night,Cloud Computing
S24B91/042,Mugisha,,Bagiire,Female,2001-03-25,Ugandan,Uganda,+256 727 891 621,mugisha.bagiire@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,2.53,2.67; 2.67,32,57,5,BOL0201,17,"C++, Node.js","Critical Thinking, Problem-solving, Leadership",Cloud Computing,Data Science,"Traveling, Cooking",Kinesthetic,One-on-one,Evening,Mobile App Development
S24B91/044,Lawrence,,Kalyegira,Male,1999-07-17,Ugandan,Uganda,+256 789 882 105,lawrence.kalyegira@students.ucu.ac.ug,Bukomansimbi District,Bukomansimbi,Central,00000,Uganda Christian University,3.89,3.94; 4.15,68,16,7,BOL0103,15,"JavaScript, Flutter","Problem-solving, Time Management, Critical Thinking",Software Engineering,Data Science,"Sports, Music",Kinesthetic,One-on-one,Evening,Cloud Computing
S24B91/046,William,,Lewis,Male,2003-05-08,Kenyan,Uganda,+256 780 832 321,william.lewis@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.26,3.53; 3.38,47,43,7,"BOL0201, BOL0207",16,"Docker, Flutter","Communication, Teamwork, Critical Thinking",Cloud Computing,Data Science,"Reading, Sports",Auditory,One-on-one,Late night,Cybersecurity
S24B91/048,Nakintu,,Bataringaya,Male,1999-05-17,Ugandan,Uganda,+256 798 399 831,nakintu.bataringaya@students.ucu.ac.ug,Rakai District,Rakai,Central,00000,Uganda Christian University,3.9,4.09; 4.16,78,43,7,BOL0203,18,"Data Analysis, React","Time Management, Critical Thinking, Adaptability",Artificial Intelligence,Web Development,"Music, Hiking",Kinesthetic,Alone,Morning,Data Science
S24B91/050,Lucy,,Ikojo,Male,2001-03-23,Ugandan,Uganda,+256 762 275 568,lucy.ikojo@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,2.69,2.51; 2.86,96,11,6,BOL0102,15,"React, Node.js","Teamwork, Problem-solving, Leadership",Cloud Computing,Mobile App Development,"Music, Gaming",Kinesthetic,Online,Afternoon,Web Development
S24B91/052,Tabitha,,Nanyonjo,Female,2004-06-03,Ugandan,Uganda,+256 730 525 160,tabitha.nanyonjo@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.34,3.47; 3.04,81,43,7,BOL0106,21,"SQL, C++","Leadership, Critical Thinking, Communication",Web Development,Software Engineering,"Traveling, Music",Reading/Writing,Alone,Afternoon,Web Development
