Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests,Strong Computing Fields,Weak Computing Fields,Degree Program
M25B84/018,Trevor,,Olara,Male,2005-05-21,Ugandan,Uganda,+256 725 348 503,trevor.olara@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.14,3.41; 3.4,72,54,7,BOT0202,14,"AWS, Git","Critical Thinking, Communication, Leadership",Artificial Intelligence,Software Engineering,"Hiking, Gaming",Reading/Writing,Small group,Afternoon,Software Engineering,,,
M25B84/023,Annet,,Twinamatsiko,Male,2003-01-18,Ugandan,Uganda,+256 754 984 731,annet.twinamatsiko@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.88,3.85; 3.91,62,23,6,nan,19,"SQL, React","Teamwork, Communication, Time Management",Software Engineering,Software Engineering,"Reading, Cooking",Reading/Writing,Online,Morning,Cybersecurity,,,
S23B84/001,Aisha,,Bukenya,Male,2005-11-10,Ugandan,Uganda,+256 767 581 698,aisha.bukenya@students.ucu.ac.ug,Gulu District,Gulu,Central,00000,Uganda Christian University,3.03,2.85; 3.33,71,10,6,BOT0404,17,"JavaScript, Node.js","Problem-solving, Adaptability, Leadership",Data Science,Software Engineering,"Volunteering, Hiking",Kinesthetic,One-on-one,Evening,Artificial Intelligence,,,
S23B84/003,Timothy,,Kalyango,Female,2002-05-28,Ugandan,Uganda,+256 714 416 674,timothy.kalyango@students.ucu.ac.ug,Bundibugyo District,Bundibugyo,Central,00000,Uganda Christian University,3.05,3.09; 3.14,69,16,5,"BOT0505, BOT0507",16,"Data Analysis, Git","Leadership, Problem-solving, Time Management",Cybersecurity,Cloud Computing,"Cooking, Traveling",Visual,One-on-one,Morning,Web Development,,,
S23B84/006,Naava,,Wakabi,Female,2002-10-18,Ugandan,Uganda,+256 722 210 704,naava.wakabi@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.26,3.37; 3.32,58,12,7,BOT0506,15,"Git, Docker","Critical Thinking, Adaptability, Teamwork",Software Engineering,Cybersecurity,"Hiking, Reading",Reading/Writing,One-on-one,Morning,Artificial Intelligence,,,
S23B84/008,Stephen,,Akiiki,Male,2001-08-28,Ugandan,Uganda,+256 721 243 206,stephen.akiiki@students.ucu.ac.ug,Mpigi District,Mpigi,Central,00000,Uganda Christian University,3.4,3.2; 3.14,69,46,5,BOT0504,20,"Flutter, Java","Communication, Time Management, Critical Thinking",Artificial Intelligence,Artificial Intelligence,"Gaming, Traveling",Auditory,Small group,Evening,Artificial Intelligence,,,
S23B84/010,Norah,,Muwonge,Female,2000-12-03,Ugandan,Uganda,+256 718 862 432,norah.muwonge@students.ucu.ac.ug,Mubende District,Mubende,Central,00000,Uganda Christian University,3.38,3.12; 3.39,30,53,4,"BOT0501, BOT0503",17,"SQL, React","Communication, Adaptability, Critical Thinking",Cybersecurity,Mobile App Development,"Traveling, Photography",Visual,Online,Morning,Software Engineering,,,
S23B84/012,Naggayi,,Magezi,Female,2000-05-15,Ugandan,Uganda,+256 755 444 520,naggayi.magezi@students.ucu.ac.ug,Arua District,Arua,Central,00000,Uganda Christian University,3.25,2.99; 3.28,63,50,4,"BOT0301, BOT0306",15,"Java, React","Problem-solving, Time Management, Communication",Software Engineering,Cloud Computing,"Music, Reading",Kinesthetic,Alone,Morning,Software Engineering,,,
S23B84/014,Yusuf,,Nanyonjo,Male,1999-11-12,Ugandan,Uganda,+256 749 378 157,yusuf.nanyonjo@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,2.76,2.67; 2.73,30,29,5,"BOT0401, BOT0403",16,"React, Python","Problem-solving, Leadership, Adaptability",Data Science,Artificial Intelligence,"Photography, Music",Visual,Online,Evening,Software Engineering,,,
S23B84/016,Florence,,Ssenoga,Male,2005-05-28,Ugandan,Uganda,+256 749 622 735,florence.ssenoga@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,2.58,2.68; 2.78,59,20,7,BOT0507,13,"AWS, SQL","Problem-solving, Critical Thinking, Communication",Data Science,Cybersecurity,"Cooking, Gaming",Kinesthetic,Small group,Evening,Web Development,,,
S24B84/001,Nambooze,,Chemutai,Female,2004-10-07,Ugandan,Uganda,+256 794 147 502,nambooze.chemutai@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,2.81,2.8; 2.67,62,48,5,BOT0302,16,"AWS, Git","Communication, Problem-solving, Adaptability",Web Development,Cloud Computing,"Sports, Cooking",Reading/Writing,Online,Evening,Cloud Computing,,,
S24B84/003,Solomon,,Atwine,Female,2003-10-20,Ugandan,Uganda,+256 748 239 903,solomon.atwine@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.68,2.58; 2.41,47,58,6,BOT0301,13,"Docker, MongoDB","Time Management, Communication, Critical Thinking",Data Science,Data Science,"Music, Volunteering",Kinesthetic,One-on-one,Evening,Software Engineering,,,
S24B84/005,Norah,,Nakandi,Female,2005-10-01,Ugandan,Uganda,+256 793 345 273,norah.nakandi@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.87,2.9; 2.6,58,40,5,BOT0304,15,"Docker, Python","Teamwork, Critical Thinking, Adaptability",Cybersecurity,Mobile App Development,"Music, Photography",Visual,Small group,Afternoon,Cloud Computing,,,
S24B84/008,Caleb,,Nakisige,Male,2000-05-15,Ugandan,Uganda,+256 786 599 475,caleb.nakisige@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.35,3.06; 3.52,113,36,5,BOT0203,21,"C++, React","Adaptability, Problem-solving, Leadership",Cloud Computing,Data Science,"Hiking, Reading",Visual,Small group,Afternoon,Mobile App Development,,,
S24B84/010,Ivan,,Jjumba,Female,1998-04-12,Ugandan,Uganda,+256 749 337 457,ivan.jjumba@students.ucu.ac.ug,Iganga District,Iganga,Central,00000,Uganda Christian University,3.07,3.04; 2.84,100,22,6,"BOT0304, BOT0306",16,"Docker, SQL","Time Management, Critical Thinking, Teamwork",Cloud Computing,Data Science,"Traveling, Sports",Reading/Writing,One-on-one,Morning,Software Engineering,,,
S24B84/013,Edwin,,Nabirye,Male,1998-04-05,Ugandan,Uganda,+256 719 308 744,edwin.nabirye@students.ucu.ac.ug,Arua District,Arua,Central,00000,Uganda Christian University,2.56,2.78; 2.39,42,57,5,BOT0302,16,"Git, AWS","Adaptability, Leadership, Communication",Mobile App Development,Cloud Computing,"Photography, Sports",Auditory,Alone,Evening,Data Science,,,
S24B84/015,Nambi,,Mugisha,Female,2000-10-17,Ugandan,Uganda,+256 716 455 605,nambi.mugisha@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,2.72,2.63; 2.72,43,48,4,BOT0301,12,"React, C++","Time Management, Adaptability, Teamwork",Cloud Computing,Web Development,"Gaming, Photography",Reading/Writing,One-on-one,Morning,Software Engineering,,,
S24B84/017,Rose,,Twinamatsiko,Female,2001-10-21,Ugandan,Uganda,+256 791 384 753,rose.twinamatsiko@students.ucu.ac.ug,Kalungu District,Kalungu,Central,00000,Uganda Christian University,3.44,3.21; 3.69,111,53,4,BOT0202,12,"Flutter, C++","Teamwork, Problem-solving, Adaptability",Cybersecurity,Cloud Computing,"Traveling, Music",Visual,One-on-one,Afternoon,Cloud Computing,,,
S24B84/019,Warren,,Kamara,Male,1998-01-24,Ugandan,Uganda,+256 713 290 740,warren.kamara@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,3.44,3.63; 3.57,32,10,6,"BOT0301, BOT0306",16,"Git, Data Analysis","Problem-solving, Communication, Teamwork",Cybersecurity,Web Development,"Gaming, Reading",Auditory,Small group,Morning,Mobile App Development,,,
S24B84/022,Gerald,,Tabaaro,Male,2005-08-28,Ugandan,Uganda,+256 765 336 751,gerald.tabaaro@students.ucu.ac.ug,Kumi District,Kumi,Central,00000,Uganda Christian University,3.37,3.38; 3.07,62,21,4,BOT0303,19,"AWS, Java","Adaptability, Problem-solving, Time Management",Artificial Intelligence,Cybersecurity,"Gaming, Hiking",Kinesthetic,Online,Late night,Mobile App Development,,,
S24B84/024,Mohammed,,Brown,Female,2003-08-03,Kenyan,Uganda,+256 764 873 487,mohammed.brown@students.ucu.ac.ug,Fort Portal District,Fort Portal,Central,00000,Uganda Christian University,2.94,2.65; 3.16,96,37,7,BOT0304,14,"JavaScript, Python","Critical Thinking, Adaptability, Problem-solving",Mobile App Development,Data Science,"Cooking, Sports",Visual,Small group,Morning,Data Science,,,
S24B84/027,Lawrence,,Okello,Female,2004-04-10,Ugandan,Uganda,+256 769 433 310,lawrence.okello@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,2.85,3.12; 2.68,90,30,5,"BOT0201, BOT0205",14,"C++, AWS","Communication, Leadership, Time Management",Software Engineering,Cloud Computing,"Sports, Cooking",Visual,One-on-one,Afternoon,Data Science,,,
S25B84/001,Sophia,,Pereza,Female,2000-01-01,Ugandan,Uganda,+256 787 154 130,sophia.pereza@students.ucu.ac.ug,Iganga District,Iganga,Central,00000,Uganda Christian University,3.05,2.82; 2.95,94,46,7,BOT0104,19,"AWS, SQL","Teamwork, Communication, Time Management",Artificial Intelligence,Cybersecurity,"Volunteering, Traveling",Reading/Writing,One-on-one,Evening,Software Engineering,,,
S25B84/003,John,,Malinga,Female,2003-06-22,Ugandan,Uganda,+256 737 898 293,john.malinga@students.ucu.ac.ug,Kalungu District,Kalungu,Central,00000,Uganda Christian University,3.56,3.28; 3.34,105,50,5,BOT0104,21,"React, Data Analysis","Adaptability, Critical Thinking, Time Management",Cloud Computing,Mobile App Development,"Volunteering, Traveling",Visual,One-on-one,Morning,Data Science,,,
S25B84/005,Lilian,,Kayemba,Male,1998-09-28,Ugandan,Uganda,+256 795 953 960,lilian.kayemba@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.26,3.07; 3.35,36,17,5,"BOT0101, BOT0106",15,"C++, Java","Adaptability, Problem-solving, Critical Thinking",Artificial Intelligence,Software Engineering,"Traveling, Sports",Visual,Alone,Evening,Mobile App Development,,,
S25B84/007,Caroline,,Kibirige,Male,2005-06-06,Ugandan,Uganda,+256 765 754 996,caroline.kibirige@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.55,3.36; 3.59,111,26,6,BOT0107,12,"Java, Machine Learning","Problem-solving, Teamwork, Time Management",Web Development,Data Science,"Gaming, Sports",Auditory,Alone,Morning,Data Science,,,
S25B84/009,Simon,,Nakiganda,Male,1999-08-18,Ugandan,Uganda,+256 792 266 580,simon.nakiganda@students.ucu.ac.ug,Tororo District,Tororo,Central,00000,Uganda Christian University,3.46,3.55; 3.7,39,20,4,"BOT0102, BOT0105",17,"Git, Machine Learning","Adaptability, Problem-solving, Leadership",Web Development,Web Development,"Music, Hiking",Auditory,Online,Morning,Data Science,,,
S25B84/011,Lydia,,Kamara,Male,2004-02-19,Ugandan,Uganda,+256 779 938 346,lydia.kamara@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.31,3.24; 3.2,50,50,6,BOT0103,18,"React, Git","Teamwork, Adaptability, Problem-solving",Cybersecurity,Data Science,"Traveling, Volunteering",Reading/Writing,Online,Morning,Software Engineering,,,
S25B84/015,Elizabeth,,Nassaka,Male,1999-08-10,Ugandan,Uganda,+256 763 232 143,elizabeth.nassaka@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,2.66,2.6; 2.45,81,53,4,"BOT0103, BOT0104, BOT0105",15,"Data Analysis, Machine Learning","Communication, Adaptability, Time Management",Web Development,Cybersecurity,"Hiking, Music",Kinesthetic,Alone,Late night,Cloud Computing,,,
S25B84/017,Isaac,,Kiyingi,Male,2003-06-03,Ugandan,Uganda,+256 769 964 966,isaac.kiyingi@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.83,3.13; 2.72,105,11,7,BOT0103,15,"MongoDB, C++","Teamwork, Critical Thinking, Communication",Software Engineering,Data Science,"Hiking, Music",Reading/Writing,Online,Evening,Cloud Computing,,,
S25B84/019,Nabulime,,Wanyama,Female,2000-07-24,Ugandan,Uganda,+256 785 772 791,nabulime.wanyama@students.ucu.ac.ug,Masaka District,Masaka,Central,00000,Uganda Christian University,2.79,3.01; 2.68,49,15,6,nan,12,"Flutter, Java","Critical Thinking, Time Management, Teamwork",Cloud Computing,Software Engineering,"Music, Reading",Auditory,Alone,Morning,Artificial Intelligence,,,
S25B84/022,Naggayi,,Okot,Female,2004-10-26,Ugandan,Uganda,+256 718 882 569,naggayi.okot@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.56,2.82; 2.68,85,16,7,"BOT0102, BOT0105",17,"Java, Machine Learning","Leadership, Time Management, Teamwork",Cybersecurity,Cybersecurity,"Music, Reading",Reading/Writing,Online,Morning,Data Science,,,
S25B84/024,Gift,,Kaddu,Female,2004-03-23,Ugandan,Uganda,+256 716 212 332,gift.kaddu@students.ucu.ac.ug,Sembabule District,Sembabule,Central,00000,Uganda Christian University,3.74,3.81; 3.88,106,27,5,nan,16,"Node.js, Machine Learning","Time Management, Problem-solving, Leadership",Web Development,Artificial Intelligence,"Sports, Traveling",Kinesthetic,Online,Late night,Cloud Computing,,,
S25B84/027,Grace,,Nakyanzi,Male,2003-08-24,Ugandan,Uganda,+256 729 667 426,grace.nakyanzi@students.ucu.ac.ug,Mubende District,Mubende,Central,00000,Uganda Christian University,2.52,2.66; 2.28,31,39,6,nan,17,"MongoDB, AWS","Problem-solving, Critical Thinking, Communication",Data Science,Software Engineering,"Volunteering, Sports",Reading/Writing,One-on-one,Morning,Cybersecurity,,,
J23B18/001,Martin,,Nakitto,Male,2001-02-24,Ugandan,Uganda,+256 750 588 929,martin.nakitto@students.ucu.ac.ug,Kiboga District,Kiboga,Central,00000,Uganda Christian University,3.6,3.66; 3.52,68,16,7,BEX0604,17,"MongoDB, Flutter","Problem-solving, Time Management, Leadership",Cybersecurity,Cybersecurity,"Reading, Music",Visual,Alone,Afternoon,Mobile App Development,,,
J23B18/003,Lucy,,Galiwango,Male,1999-09-26,Ugandan,Uganda,+256 799 887 685,lucy.galiwango@students.ucu.ac.ug,Kalangala District,Kalangala,Central,00000,Uganda Christian University,2.74,2.88; 2.48,57,49,5,BEX0602,19,"Flutter, Java","Teamwork, Problem-solving, Critical Thinking",Artificial Intelligence,Data Science,"Music, Cooking",Visual,Online,Morning,Cloud Computing,,,
J23B18/005,Oliver,,Byaruhanga,Female,2001-06-02,Ugandan,Uganda,+256 720 775 579,oliver.byaruhanga@students.ucu.ac.ug,Hoima District,Hoima,Central,00000,Uganda Christian University,3.94,4.22; 4.08,54,14,4,BEX0604,17,"Git, AWS","Critical Thinking, Problem-solving, Time Management",Data Science,Mobile App Development,"Gaming, Cooking",Reading/Writing,Online,Morning,Cloud Computing,,,
J23B18/007,Michael,,Kalyango,Female,1999-09-06,Ugandan,Uganda,+256 720 420 472,michael.kalyango@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.87,3.94; 3.89,94,15,6,BEX0607,18,"Git, React","Problem-solving, Adaptability, Leadership",Software Engineering,Software Engineering,"Traveling, Photography",Reading/Writing,Small group,Afternoon,Cloud Computing,,,
J23B18/010,Akena,,Obua,Female,2004-07-18,Ugandan,Uganda,+256 780 508 752,akena.obua@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.06,2.84; 3.07,38,37,6,"BEX0603, BEX0604, BEX0605",13,"AWS, React","Problem-solving, Teamwork, Time Management",Cloud Computing,Data Science,"Hiking, Traveling",Auditory,Online,Evening,Software Engineering,,,
J24B18/001,Eunice,,Amony,Female,1999-05-13,Ugandan,Uganda,+256 739 815 529,eunice.amony@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.04,3.32; 3.33,30,58,5,BEX0404,19,"MongoDB, Docker","Time Management, Leadership, Adaptability",Data Science,Software Engineering,"Volunteering, Reading",Reading/Writing,Online,Late night,Cybersecurity,,,
J24B18/005,Namazzi,,Tumusiime,Female,2003-11-08,Ugandan,Uganda,+256 799 402 380,namazzi.tumusiime@students.ucu.ac.ug,Butambala District,Butambala,Central,00000,Uganda Christian University,3.94,4.0; 4.12,79,11,4,BEX0404,21,"AWS, Java","Critical Thinking, Teamwork, Time Management",Cloud Computing,Software Engineering,"Sports, Music",Kinesthetic,Small group,Morning,Artificial Intelligence,,,
J24B18/008,Nancy,,Asiimwe,Male,2002-01-22,Ugandan,Uganda,+256 713 502 200,nancy.asiimwe@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,3.56,3.42; 3.83,55,46,7,BEX0404,15,"Python, Flutter","Problem-solving, Critical Thinking, Teamwork",Software Engineering,Cybersecurity,"Music, Gaming",Kinesthetic,Small group,Evening,Mobile App Development,,,
J24B18/010,Mildred,,Pereza,Female,2000-06-04,Ugandan,Uganda,+256 767 632 559,mildred.pereza@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.87,4.16; 4.05,108,17,4,"BEX0204, BEX0206",19,"MongoDB, C++","Time Management, Teamwork, Communication",Cloud Computing,Web Development,"Music, Sports",Kinesthetic,Online,Evening,Web Development,,,
J24B18/013,Ritah,,Mugerwa,Male,2000-11-02,Ugandan,Uganda,+256 779 668 486,ritah.mugerwa@students.ucu.ac.ug,Nebbi District,Nebbi,Central,00000,Uganda Christian University,2.6,2.42; 2.71,61,60,4,"BEX0402, BEX0405",15,"Flutter, SQL","Communication, Leadership, Problem-solving",Data Science,Software Engineering,"Cooking, Hiking",Reading/Writing,Online,Late night,Artificial Intelligence,,,
J25B18/001,Kevin,,Zziwa,Female,2003-06-26,Ugandan,Uganda,+256 772 124 872,kevin.zziwa@students.ucu.ac.ug,Kibale District,Kibale,Central,00000,Uganda Christian University,2.53,2.71; 2.43,36,12,4,"BEX0201, BEX0203, BEX0204",18,"Data Analysis, Java","Teamwork, Time Management, Adaptability",Cloud Computing,Data Science,"Reading, Sports",Kinesthetic,Alone,Evening,Cybersecurity,,,
J25B18/005,Nambooze,,Waiswa,Female,1998-06-28,Ugandan,Uganda,+256 739 187 496,nambooze.waiswa@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.35,3.09; 3.06,48,13,5,BEX0106,21,"Data Analysis, Docker","Leadership, Problem-solving, Time Management",Web Development,Cloud Computing,"Traveling, Photography",Visual,Alone,Afternoon,Web Development,,,
J25B18/008,Sarah,,Jackson,Male,2000-02-13,South Sudanese,Uganda,+256 781 333 575,sarah.jackson@students.ucu.ac.ug,Kabarole District,Kabarole,Central,00000,Uganda Christian University,2.54,2.8; 2.37,71,46,5,nan,21,"Node.js, AWS","Leadership, Teamwork, Critical Thinking",Cybersecurity,Cloud Computing,"Hiking, Music",Auditory,One-on-one,Morning,Cybersecurity,,,
J25B18/010,Mugisha,,Kafuko,Male,2003-05-14,Ugandan,Uganda,+256 727 612 528,mugisha.kafuko@students.ucu.ac.ug,Arua District,Arua,Central,00000,Uganda Christian University,2.54,2.69; 2.78,95,49,4,BEX0203,17,"Data Analysis, React","Communication, Problem-solving, Adaptability",Data Science,Cybersecurity,"Gaming, Traveling",Reading/Writing,Online,Afternoon,Cloud Computing,,,
KJ23B18/009,Namagembe,,Waiswa,Female,2001-12-11,Ugandan,Uganda,+256 725 571 997,namagembe.waiswa@students.ucu.ac.ug,Lira District,Lira,Central,00000,Uganda Christian University,3.42,3.43; 3.65,106,13,4,BEX0401,21,"Java, MongoDB","Communication, Adaptability, Teamwork",Cloud Computing,Mobile App Development,"Cooking, Sports",Auditory,Small group,Evening,Cybersecurity,,,
KJ24B18/002,Benjamin,,Allen,Female,2001-09-16,Burundian,Uganda,+256 795 225 931,benjamin.allen@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,3.83,3.74; 3.88,38,52,5,"BEX0401, BEX0402, BEX0405",16,"Git, Python","Time Management, Leadership, Teamwork",Cybersecurity,Cybersecurity,"Reading, Traveling",Reading/Writing,Small group,Evening,Mobile App Development,,,
KJ24B18/007,Gerald,,Mitala,Female,2000-12-05,Ugandan,Uganda,+256 729 187 390,gerald.mitala@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,2.74,3.01; 2.58,117,21,4,"BEX0401, BEX0403",17,"C++, Data Analysis","Teamwork, Time Management, Communication",Cybersecurity,Cloud Computing,"Hiking, Music",Visual,Online,Afternoon,Software Engineering,,,
KJ24B18/015,Amina,,Wilson,Male,2000-07-26,Rwandan,Uganda,+256 777 834 359,amina.wilson@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.15,3.12; 2.89,75,35,5,"BEX0401, BEX0405, BEX0406",12,"React, C++","Leadership, Adaptability, Teamwork",Cloud Computing,Data Science,"Music, Photography",Reading/Writing,Alone,Late night,Web Development,,,
KJ25B18/003,Vincent,,Nakisige,Male,2005-05-13,Ugandan,Uganda,+256 771 357 284,vincent.nakisige@students.ucu.ac.ug,Kyenjojo District,Kyenjojo,Central,00000,Uganda Christian University,3.92,3.91; 4.13,114,53,4,BEX0203,12,"Docker, C++","Communication, Adaptability, Time Management",Cybersecurity,Cybersecurity,"Cooking, Music",Kinesthetic,Small group,Evening,Data Science,,,
KJ25B18/011,Prisca,,Kigozi,Female,1998-06-05,Ugandan,Uganda,+256 788 743 341,prisca.kigozi@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.07,3.11; 2.8,36,12,7,"BEX0205, BEX0206",18,"Java, React","Teamwork, Critical Thinking, Adaptability",Data Science,Cybersecurity,"Traveling, Reading",Visual,Online,Late night,Cybersecurity,,,
KM23B18/003,Esther,,Ssenoga,Female,1999-12-17,Ugandan,Uganda,+256 747 427 421,esther.ssenoga@students.ucu.ac.ug,Mbale District,Mbale,Central,00000,Uganda Christian University,3.53,3.4; 3.32,103,45,4,"BEX0604, BEX0605, BEX0607",15,"Git, SQL","Leadership, Time Management, Adaptability",Artificial Intelligence,Cybersecurity,"Sports, Traveling",Auditory,Alone,Afternoon,Web Development,,,
KM24B18/006,Prisca,,Kibirige,Male,2000-09-17,Ugandan,Uganda,+256 716 615 328,prisca.kibirige@students.ucu.ac.ug,Mubende District,Mubende,Central,00000,Uganda Christian University,3.2,3.22; 3.49,93,41,7,"BEX0301, BEX0302, BEX0304",13,"React, JavaScript","Time Management, Critical Thinking, Communication",Web Development,Cybersecurity,"Traveling, Music",Auditory,Alone,Late night,Cloud Computing,,,
KM25B18/005,Sylvia,,Malinga,Male,1998-07-21,Ugandan,Uganda,+256 738 717 913,sylvia.malinga@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.08,2.89; 3.37,89,22,7,BEX0201,15,"Docker, Git","Time Management, Teamwork, Adaptability",Data Science,Data Science,"Cooking, Reading",Visual,One-on-one,Late night,Artificial Intelligence,,,
KS23B18/011,Warren,,Wakabi,Male,2005-09-12,Ugandan,Uganda,+256 766 182 460,warren.wakabi@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.24,3.21; 3.04,82,35,6,BEX0501,16,"C++, Data Analysis","Teamwork, Leadership, Communication",Cloud Computing,Data Science,"Photography, Sports",Visual,Online,Morning,Web Development,,,
KS23B18/013,Lydia,,Nalubega,Female,2003-01-24,Ugandan,Uganda,+256 769 793 636,lydia.nalubega@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.61,3.78; 3.81,89,29,7,"BEX0301, BEX0306",20,"React, C++","Problem-solving, Critical Thinking, Leadership",Cloud Computing,Cloud Computing,"Sports, Music",Visual,One-on-one,Afternoon,Cloud Computing,,,
KS25B18/002,Daniel,,Obua,Male,2002-09-13,Ugandan,Uganda,+256 751 392 912,daniel.obua@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.5,3.76; 3.36,98,37,4,BEX0101,17,"AWS, Docker","Problem-solving, Adaptability, Critical Thinking",Cybersecurity,Cybersecurity,"Cooking, Gaming",Kinesthetic,Small group,Late night,Artificial Intelligence,,,
M23B18/002,Sarah,,Nakisige,Female,2004-07-07,Ugandan,Uganda,+256 774 855 803,sarah.nakisige@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,2.91,3.2; 2.75,102,59,4,"BEX0601, BEX0602, BEX0604",13,"MongoDB, C++","Critical Thinking, Adaptability, Teamwork",Software Engineering,Web Development,"Music, Reading",Reading/Writing,Online,Late night,Software Engineering,,,
M23B18/005,Ronald,,Kagimu,Female,2003-01-20,Ugandan,Uganda,+256 737 316 551,ronald.kagimu@students.ucu.ac.ug,Kamuli District,Kamuli,Central,00000,Uganda Christian University,2.95,3.1; 3.06,108,48,7,BEX0602,21,"Python, Docker","Leadership, Teamwork, Critical Thinking",Artificial Intelligence,Web Development,"Sports, Photography",Kinesthetic,One-on-one,Late night,Mobile App Development,,,
M23B18/007,Ben,,Kiyingi,Female,2004-08-24,Ugandan,Uganda,+256 722 406 502,ben.kiyingi@students.ucu.ac.ug,Fort Portal District,Fort Portal,Central,00000,Uganda Christian University,3.77,3.99; 3.83,35,34,5,BEX0504,21,"Git, Java","Time Management, Problem-solving, Communication",Data Science,Software Engineering,"Volunteering, Cooking",Auditory,Alone,Late night,Data Science,,,
M23B18/009,Akiiki,,Isabirye,Male,2001-07-01,Ugandan,Uganda,+256 755 501 541,akiiki.isabirye@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.95,3.92; 4.22,82,53,7,"BEX0601, BEX0605",17,"Data Analysis, AWS","Communication, Problem-solving, Leadership",Cybersecurity,Cybersecurity,"Volunteering, Photography",Visual,One-on-one,Late night,Cloud Computing,,,
M23B18/011,Robert,,Lumala,Male,1998-08-16,Ugandan,Uganda,+256 755 379 254,robert.lumala@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,2.53,2.53; 2.29,44,42,7,BEX0605,18,"Flutter, Docker","Critical Thinking, Teamwork, Time Management",Mobile App Development,Data Science,"Hiking, Music",Auditory,Small group,Afternoon,Web Development,,,
M24B18/001,Timothy,,Tabaaro,Male,2000-07-01,Ugandan,Uganda,+256 712 772 557,timothy.tabaaro@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.65,3.46; 3.59,77,36,6,BEX0405,13,"C++, Git","Teamwork, Leadership, Critical Thinking",Artificial Intelligence,Mobile App Development,"Photography, Gaming",Visual,Online,Morning,Data Science,,,
M24B18/003,Sophia,,Jjumba,Male,2003-06-08,Ugandan,Uganda,+256 729 128 512,sophia.jjumba@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.97,3.79; 4.14,75,55,5,BEX0403,17,"Data Analysis, Git","Critical Thinking, Teamwork, Problem-solving",Web Development,Software Engineering,"Volunteering, Hiking",Auditory,Alone,Morning,Data Science,,,
